Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h
2025,ARA,11,5,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:30:841,168.7
2025,ARA,12,4,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,41:35:819,168.4
2025,ARA,13,3,7,Augusto FERNANDEZ,SPA,Yamaha,Factory Racing YAMAHA,41:37:181,168.3
2025,ARA,14,2,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,41:37:956,168.2
2025,ARA,15,1,88,Miguel OLIVEIRA,POR,Prima,Pramac Yamaha MotoGP YAMAHA,41:38:317,168.2
2025,JPN,1,25,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,42:09:312,163.9
2025,JPN,2,20,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,42:13:508,163.7
2025,JPN,3,16,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,42:16:170,163.5
2025,JPN,4,13,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,42:19:440,163.3
2025,JPN,5,11,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,42:19:733,163.3
2025,JPN,6,10,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,42:23:856,163.0
2025,JPN,7,9,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,42:26:900,162.8
2025,JPN,8,8,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,42:30:472,162.6
2025,JPN,9,7,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,42:31:045,162.6
2025,JPN,10,6,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,42:32:419,162.5
2025,JPN,11,5,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,42:32:928,162.4
2025,JPN,12,4,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,42:33:194,162.4
2025,JPN,13,3,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,42:38:671,162.1
2025,JPN,14,2,88,Miguel OLIVEIRA,POR,Prima,Pramac Yamaha MotoGP YAMAHA,42:40:100,162.0
2025,JPN,15,1,35,Somkiat CHANTRA,THA,IDEMITSU,Honda LCR HONDA,42:40:302,162.0
2025,ITA,1,25,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,41:09:214,175.8
2025,ITA,2,20,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,41:11:156,175.7
2025,ITA,3,16,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:11:350,175.7
2025,ITA,4,13,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:14:295,175.5
2025,ITA,5,11,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,41:18:543,175.2
2025,ITA,6,10,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:26:080,174.6
2025,ITA,7,9,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,41:27:740,174.5
2025,ITA,8,8,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,41:28:563,174.5
2025,ITA,9,7,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:28:591,174.5
2025,ITA,10,6,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,41:31:157,174.3
2025,ITA,11,5,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,41:32:091,174.2
2025,ITA,12,4,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,41:34:792,174.0
2025,ITA,13,3,88,Miguel OLIVEIRA,POR,Prima,Pramac Yamaha MotoGP YAMAHA,41:35:337,174.0
2025,ITA,14,2,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:35:344,174.0
2025,ITA,15,1,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:37:369,173.8
2025,ARG,1,25,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,41:11:100,175.0
2025,ARG,2,20,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,41:12:462,174.9
2025,ARG,3,16,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:15:795,174.7
2025,ARG,4,13,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:16:636,174.6
2025,ARG,5,11,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:18:238,174.5
2025,ARG,6,10,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,41:18:587,174.5
2025,ARG,7,9,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:25:394,174.0
2025,ARG,8,8,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,41:26:746,173.9
2025,ARG,9,7,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,41:26:887,173.9
2025,ARG,10,6,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,41:27:125,173.9
2025,ARG,11,5,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:32:763,173.5
2025,ARG,12,4,12,Maverick VIÑALES SPA Red Bull,KTM,Tech3,KTM,41:33:419,173.4
2025,ARG,13,3,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,41:34:586,173.3
2025,ARG,14,2,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:36:248,173.2
2025,ARG,15,1,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,41:38:014,173.1
2025,QAT,1,25,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,41:29:186,171.1
2025,QAT,2,20,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:33:721,170.8
2025,QAT,3,16,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:35:681,170.7
2025,QAT,4,13,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,41:35:854,170.7
2025,QAT,5,11,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,41:36:670,170.6
2025,QAT,6,10,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,41:38:950,170.5
2025,QAT,7,9,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:42:081,170.2
2025,QAT,8,8,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,41:43:405,170.2
2025,QAT,9,7,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,41:43:554,170.1
2025,QAT,10,6,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,41:44:323,170.1
2025,QAT,11,5,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,41:46:645,169.9
2025,QAT,12,4,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:46:749,169.9
2025,QAT,13,3,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:46:818,169.9
2025,QAT,14,2,12,Maverick VIÑALES SPA Red Bull,KTM,Tech3,KTM,41:46:986,171.0
2025,QAT,15,1,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,41:47:944,169.8
2025,CAT,1,25,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,40:14:093,166.6
2025,CAT,2,20,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,40:15:833,166.5
2025,CAT,3,16,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,40:19:655,166.2
2025,CAT,4,13,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,40:27:466,165.7
2025,CAT,5,11,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:28:502,165.6
2025,CAT,6,10,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,40:29:148,165.6
2025,CAT,7,9,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,40:30:141,165.5
2025,CAT,8,8,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,40:30:465,165.5
2025,CAT,9,7,88,Miguel OLIVEIRA,POR,Prima,Pramac Yamaha MotoGP YAMAHA,40:31:030,165.5
2025,CAT,10,6,1,Jorge MARTIN,SPA,Aprilia,Racing APRILIA,40:32:585,165.4
2025,CAT,11,5,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,40:33:582,165.3
2025,CAT,12,4,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,40:34:252,165.2
2025,CAT,13,3,12,Maverick VIÑALES SPA Red Bull,KTM,Tech3,KTM,40:36:885,165.1
2025,CAT,14,2,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,40:38:444,165.0
2025,CAT,15,1,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,40:38:685,164.9
2025,NED,1,25,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,40:14:072,176.1
2025,NED,2,20,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,40:14:707,176.0
2025,NED,3,16,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,40:16:738,175.9
2025,NED,4,13,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,40:20:156,175.6
2025,NED,5,11,12,Maverick VIÑALES SPA Red Bull,KTM,Tech3,KTM,40:24:196,175.3
2025,NED,6,10,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,40:26:235,175.2
2025,NED,7,9,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,40:32:968,174.7
2025,NED,8,8,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,40:34:367,174.6
2025,NED,9,7,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,40:37:759,174.3
2025,NED,10,6,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:37:815,174.3
2025,NED,11,5,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,40:38:323,174.3
2025,NED,12,4,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,40:38:947,174.3
2025,NED,13,3,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:38:954,174.3
2025,NED,14,2,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,40:39:137,174.2
2025,NED,15,1,35,Somkiat CHANTRA,THA,IDEMITSU,Honda LCR HONDA,41:03:291,172.5
2025,POR,1,25,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,41:13:616,167.0
2025,POR,2,20,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,41:16:199,166.9
2025,POR,3,16,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,41:16:804,166.8
2025,POR,4,13,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,41:26:476,166.2
2025,POR,5,11,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:29:943,165.9
2025,POR,6,10,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:32:058,165.8
2025,POR,7,9,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,41:32:871,165.7
2025,POR,8,8,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:34:228,165.6
2025,POR,9,7,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,41:34:656,165.6
2025,POR,10,6,44,Pol ESPARGARO SPA Red Bull,KTM,Tech3,KTM,41:40:133,165.3
2025,POR,11,5,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,41:41:842,165.1
2025,POR,12,4,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,41:43:333,165.0
2025,POR,13,3,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:43:988,165.0
2025,POR,14,2,88,Miguel OLIVEIRA,POR,Prima,Pramac Yamaha MotoGP YAMAHA,41:45:237,164.9
2025,POR,15,1,11,Nicolo BULEGA,ITA,Ducati,Lenovo Team DUCATI,41:45:688,164.9
2025,GER,1,25,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,40:42:854,162.2
2025,GER,2,20,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,40:49:234,161.8
2025,GER,3,16,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,40:49:934,161.8
2025,GER,4,13,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:01:592,161.0
2025,GER,5,11,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,41:01:770,161.0
2025,GER,6,10,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,41:07:597,160.6
2025,GER,7,9,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:07:674,160.6
2025,GER,8,8,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,41:08:611,160.6
2025,GER,9,7,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,41:08:713,160.5
2025,GER,10,6,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,41:22:273,159.7
2025,FRA,1,25,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,45:47:541,142.5
2025,FRA,2,20,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,46:07:448,141.5
2025,FRA,3,16,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,46:14:073,141.2
2025,FRA,4,13,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,46:17:172,141.0
2025,FRA,5,11,12,Maverick VIÑALES SPA Red Bull,KTM,Tech3,KTM,46:25:677,140.6
2025,FRA,6,10,30,Takaaki NAKAGAMI JPN Honda,HRC,Test,Team HONDA,46:47:068,139.5
2025,FRA,7,9,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,46:57:843,139.0
2025,FRA,8,8,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,46:57:904,139.0
2025,FRA,9,7,32,Lorenzo SAVADORI,ITA,Aprilia,Racing APRILIA,47:13:334,138.2
2025,FRA,10,6,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,47:14:070,138.2
2025,FRA,11,5,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,47:20:076,137.9
2025,FRA,12,4,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,47:22:898,137.7
2025,FRA,13,3,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,46:01:935,136.3
2025,FRA,14,2,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,46:22:356,135.3
2025,FRA,15,1,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,46:45:456,134.2
2025,GBR,1,25,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,38:16:037,175.7
2025,GBR,2,20,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,38:20:125,175.4
2025,GBR,3,16,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,38:21:966,175.3
2025,GBR,4,13,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,38:21:983,175.3
2025,GBR,5,11,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,38:22:061,175.3
2025,GBR,6,10,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,38:23:146,175.2
2025,GBR,7,9,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,38:23:435,175.1
2025,GBR,8,8,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,38:24:621,175.1
2025,GBR,9,7,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,38:25:801,175.0
2025,GBR,10,6,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,38:26:357,174.9
2025,GBR,11,5,12,Maverick VIÑALES SPA Red Bull,KTM,Tech3,KTM,38:27:355,174.9
2025,GBR,12,4,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,38:32:212,174.5
2025,GBR,13,3,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,38:32:349,174.5
2025,GBR,14,2,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,38:32:299,174.5
2025,GBR,15,1,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,38:39:766,175.1
2025,AUS,1,25,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,39:49:571,180.9
2025,AUS,2,20,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,39:50:989,180.8
2025,AUS,3,16,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,39:51:981,180.7
2025,AUS,4,13,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,39:53:286,180.6
2025,AUS,5,11,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,39:57:501,180.3
2025,AUS,6,10,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,39:57:541,180.3
2025,AUS,7,9,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:00:242,180.1
2025,AUS,8,8,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,40:01:841,180.0
2025,AUS,9,7,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,40:03:647,179.8
2025,AUS,10,6,44,Pol ESPARGARO SPA Red Bull,KTM,Tech3,KTM,40:06:432,179.6
2025,AUS,11,5,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:06:536,179.6
2025,AUS,12,4,88,Miguel OLIVEIRA,POR,Prima,Pramac Yamaha MotoGP YAMAHA,40:07:248,179.6
2025,AUS,13,3,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,40:07:499,179.5
2025,AUS,14,2,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,40:07:984,179.5
2025,AUS,15,1,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,40:17:452,178.8
2025,MAL,1,25,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,40:09:249,165.6
2025,MAL,2,20,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,40:11:925,165.4
2025,MAL,3,16,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,40:17:297,165.1
2025,MAL,4,13,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,40:17:829,165.0
2025,MAL,5,11,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:20:805,164.8
2025,MAL,6,10,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,40:22:309,164.7
2025,MAL,7,9,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,40:24:548,164.6
2025,MAL,8,8,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,40:27:987,164.3
2025,MAL,9,7,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,40:28:181,164.3
2025,MAL,10,6,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,40:28:505,164.3
2025,MAL,11,5,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,40:29:073,164.2
2025,MAL,12,4,5,Johann ZARCO,FRA,CASTROL,Honda LCR HONDA,40:31:483,164.1
2025,MAL,13,3,42,Alex RINS,SPA,Monster,Energy Yamaha MotoGP Team YAMAHA,40:32:758,164.0
2025,MAL,14,2,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,40:34:450,163.9
2025,MAL,15,1,35,Somkiat CHANTRA,THA,IDEMITSU,Honda LCR HONDA,40:43:359,163.3
2026,ITA,1,25,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,40:57:347,176.7
2026,ITA,2,20,89,Jorge MARTIN,SPA,Aprilia,Racing APRILIA,41:00:906,176.4
2026,ITA,3,16,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:02:445,176.3
2026,ITA,4,13,79,Ai OGURA,JPN,Trackhouse,MotoGP Team APRILIA,41:02:479,176.3
2026,ITA,5,11,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:02:800,176.3
2026,ITA,6,10,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,41:04:814,176.1
2026,ITA,7,9,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,41:08:109,175.9
2026,ITA,8,8,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,41:11:991,175.6
2026,ITA,9,7,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,41:10:727,175.7
2026,ITA,10,6,11,Diogo MOREIRA,BRA,Pro,Honda LCR HONDA,41:18:713,175.2
2026,ITA,11,5,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:18:826,175.1
2026,ITA,12,4,36,Joan MIR SPA Honda,HRC,Castrol,HONDA,41:19:142,175.1
2026,ITA,13,3,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,41:19:406,175.1
2026,ITA,14,2,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:27:136,174.6
2026,ITA,15,1,43,Jack MILLER,AUS,Prima,Pramac Yamaha MotoGP YAMAHA,41:29:636,174.4
2026,USA,1,25,72,Marco BEZZECCHI,ITA,Aprilia,Racing APRILIA,40:50:653,161.9
2026,USA,2,20,89,Jorge MARTIN,SPA,Aprilia,Racing APRILIA,40:52:689,161.8
2026,USA,3,16,37,Pedro ACOSTA SPA Red Bull,KTM,Factory,Racing KTM,40:55:150,161.6
2026,USA,4,13,49,Fabio DI GIANNANTONIO,ITA,Pertamina Enduro VR46,Racing Team DUCATI,40:57:625,161.5
2026,USA,5,11,93,Marc MARQUEZ,SPA,Ducati,Lenovo Team DUCATI,40:58:753,161.4
2026,USA,6,10,23,Enea BASTIANINI ITA Red Bull,KTM,Tech3,KTM,40:58:896,161.4
2026,USA,7,9,73,Alex MARQUEZ,SPA,BK8,Gresini Racing MotoGP DUCATI,41:01:906,161.2
2026,USA,8,8,25,Raul FERNANDEZ,SPA,Trackhouse,MotoGP Team APRILIA,41:03:782,161.1
2026,USA,9,7,10,Luca MARINI ITA Honda,HRC,Castrol,HONDA,41:05:124,161.0
2026,USA,10,6,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:05:197,161.0
2026,USA,11,5,54,Fermin ALDEGUER,SPA,BK8,Gresini Racing MotoGP DUCATI,41:11:716,160.5
2026,USA,12,4,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:12:715,160.5
2026,USA,13,3,11,Diogo MOREIRA,BRA,Pro,Honda LCR HONDA,41:12:854,160.5
2026,USA,14,2,21,Franco MORBIDELLI,ITA,Pertamina Enduro VR46,Racing Team DUCATI,41:15:024,160.3
2026,USA,15,1,7,Toprak RAZGATLIOGLU,TUR,Prima,Pramac Yamaha MotoGP YAMAHA,41:16:202,160.3
