Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h,GAP
2007,JPN,9,7,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,48:00:113,144.074,+53.629
2007,JPN,10,6,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,48:06:199,143.77,+59.715
2007,JPN,11,5,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,48:09:288,143.616,+62.804
2007,JPN,12,4,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,48:15:797,143.293,+69.313
2007,JPN,13,3,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,48:16:183,143.274,+69.699
2007,JPN,14,2,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,48:18:219,143.173,+71.735
2007,JPN,15,1,72,Arthur RUSSELL,JPN,Stratus Motorsport Group 7,d'Antin DUCATI,48:18:774,143.146,+72.290
2007,ITA,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:43:385,169.485,0
2007,ITA,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:46:459,169.281,+3.074
2007,ITA,3,16,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,42:49:341,169.092,+5.956
2007,ITA,4,13,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:49:397,169.088,+6.012
2007,ITA,5,11,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:56:629,168.613,+13.244
2007,ITA,6,10,24,Marcio HAMILTON,SPA,Vortex Racing Group 8,Gresini HONDA,43:02:640,168.22,+19.255
2007,ITA,7,9,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:03:031,168.195,+19.646
2007,ITA,8,8,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:06:195,167.989,+22.810
2007,ITA,9,7,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,43:06:222,167.987,+22.837
2007,ITA,10,6,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:07:798,167.885,+24.413
2007,ITA,11,5,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,43:08:166,167.861,+24.781
2007,ITA,12,4,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:11:386,167.653,+28.001
2007,ITA,13,3,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,43:20:118,167.089,+36.733
2007,ITA,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,43:28:483,166.553,+45.098
2007,ITA,15,1,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,43:28:530,166.55,+45.145
2007,USA,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,44:21:325,156.323,0
2007,USA,2,20,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,44:31:190,155.746,+9.865
2007,USA,3,16,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,44:46:966,154.831,+25.641
2007,USA,4,13,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:51:989,154.542,+30.664
2007,USA,5,11,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,44:56:947,154.258,+35.622
2007,USA,6,10,14,Pierre MARQUEZ,FRA,Apex Racing Group 13,Racing Team KAWASAKI,44:59:631,154.104,+38.306
2007,USA,7,9,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,45:02:747,153.927,+41.422
2007,USA,8,8,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,45:03:680,153.873,+42.355
2007,USA,9,7,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,45:04:845,153.807,+43.520
2007,USA,10,6,95,Finn SAINZ,USA,Apex Racing Group 13,Racing Team KAWASAKI,45:05:045,153.796,+43.720
2007,USA,11,5,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,45:08:701,153.588,+47.376
2007,USA,12,4,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,45:14:173,153.278,+52.848
2007,USA,13,3,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,45:19:735,152.965,+58.410
2007,USA,14,2,7,Marcio HAMILTON,SPA,Vortex Racing Group 8,LCR HONDA,45:36:691,152.017,+75.366
2007,USA,15,1,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,45:36:595,142.521,+75.270
2007,QAT,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,43:03:788,164.975,0
2007,QAT,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:06:626,164.794,+2.838
2007,QAT,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:12:318,164.432,+8.530
2007,QAT,4,13,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:12:859,164.397,+9.071
2007,QAT,5,11,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,43:21:221,163.869,+17.433
2007,QAT,6,10,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:22:435,163.792,+18.647
2007,QAT,7,9,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:26:704,163.524,+22.916
2007,QAT,8,8,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:26:845,163.515,+23.057
2007,QAT,9,7,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,43:29:749,163.333,+25.961
2007,QAT,10,6,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,43:32:244,163.177,+28.456
2007,QAT,11,5,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,43:38:817,162.767,+35.029
2007,QAT,12,4,19,Leo GASLY,FRA,Apex Racing Group 13,Racing Team KAWASAKI,43:46:736,162.276,+42.948
2007,QAT,14,2,24,Marcio HAMILTON,SPA,Vortex Racing Group 8,Gresini HONDA,43:46:777,162.274,+42.989
2007,QAT,15,1,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,43:55:427,161.741,+51.639
2007,CAT,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,43:17:907,163.821,0
2007,CAT,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:17:976,163.817,+0.069
2007,CAT,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:18:297,163.797,+0.390
2007,CAT,4,13,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:25:721,163.33,+7.814
2007,CAT,5,11,14,Pierre MARQUEZ,FRA,Apex Racing Group 13,Racing Team KAWASAKI,43:35:760,162.703,+17.853
2007,CAT,6,10,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:37:316,162.606,+19.409
2007,CAT,7,9,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:37:402,162.601,+19.495
2007,CAT,8,8,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,43:42:769,162.268,+24.862
2007,CAT,9,7,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,43:42:870,162.262,+24.963
2007,CAT,10,6,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:53:255,161.621,+35.348
2007,CAT,11,5,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:54:208,161.563,+36.301
2007,CAT,12,4,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,43:56:627,161.415,+38.720
2007,CAT,13,3,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,43:58:841,161.279,+40.934
2007,CAT,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,44:02:306,161.068,+44.399
2007,CAT,15,1,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,44:12:010,160.478,+54.103
2007,NED,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:38:149,166.727,0
2007,NED,2,20,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:40:058,166.603,+1.909
2007,NED,3,16,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,42:44:226,166.332,+6.077
2007,NED,4,13,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:48:614,166.048,+10.465
2007,NED,5,11,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:51:287,165.875,+13.138
2007,NED,6,10,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:53:288,165.746,+15.139
2007,NED,7,9,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,43:14:224,164.408,+36.075
2007,NED,8,8,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,43:19:917,164.048,+41.768
2007,NED,9,7,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,43:21:754,163.932,+43.605
2007,NED,10,6,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,43:21:945,163.92,+43.796
2007,NED,11,5,7,Marcio HAMILTON,SPA,Vortex Racing Group 8,LCR HONDA,43:21:975,163.918,+43.826
2007,NED,12,4,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,43:26:045,163.662,+47.896
2007,NED,13,3,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,43:32:217,163.275,+54.068
2007,NED,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,43:35:867,163.047,+57.718
2007,POR,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,45:50:911,153.294,0
2007,POR,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,45:51:086,153.284,+0.175
2007,POR,3,16,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,45:52:388,153.211,+1.477
2007,POR,4,13,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,46:03:862,152.575,+12.951
2007,POR,5,11,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,46:08:254,152.333,+17.343
2007,POR,6,10,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,46:09:768,152.25,+18.857
2007,POR,7,9,7,Marcio HAMILTON,SPA,Vortex Racing Group 8,LCR HONDA,46:22:435,151.556,+31.524
2007,POR,8,8,24,Marcio HAMILTON,SPA,Vortex Racing Group 8,Gresini HONDA,46:31:446,151.067,+40.535
2007,POR,9,7,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,46:34:018,150.928,+43.107
2007,POR,10,6,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:35:585,150.843,+44.674
2007,POR,11,5,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,46:36:314,150.804,+45.403
2007,POR,12,4,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,46:45:473,150.311,+54.562
2007,POR,13,3,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,46:50:913,150.02,+60.002
2007,POR,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,46:58:523,144.272,+67.612
2007,GER,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:54:196,157.754,0
2007,GER,2,20,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,42:07:362,156.932,+13.166
2007,GER,3,16,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,42:10:967,156.708,+16.771
2007,GER,4,13,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:12:495,156.614,+18.299
2007,GER,5,11,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:25:622,155.806,+31.426
2007,GER,6,10,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,42:26:113,155.776,+31.917
2007,GER,7,9,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:27:591,155.685,+33.395
2007,GER,8,8,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,42:35:390,155.21,+41.194
2007,GER,9,7,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,42:37:410,155.087,+43.214
2007,GER,10,6,84,Jack OCON,ITA,Vortex Racing Group 8,Gresini HONDA,42:38:655,155.012,+44.459
2007,GER,11,5,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:56:090,153.962,+61.894
2007,GER,13,3,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,42:49:710,144.055,+55.514
2007,GER,14,2,7,Marcio HAMILTON,SPA,Vortex Racing Group 8,LCR HONDA,42:35:089,139.705,+40.893
2007,FRA,1,25,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,50:59:713,137.752,0
2007,FRA,2,20,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,51:12:312,137.186,+12.599
2007,FRA,3,16,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,51:27:060,136.531,+27.347
2007,FRA,4,13,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,51:37:041,136.091,+37.328
2007,FRA,5,11,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,51:48:879,135.572,+49.166
2007,FRA,6,10,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,51:53:276,135.381,+53.563
2007,FRA,7,9,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,52:00:786,135.055,+61.073
2007,FRA,8,8,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,52:20:954,134.187,+81.241
2007,FRA,9,7,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,51:35:842,131.281,+36.129
2007,FRA,10,6,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,51:41:165,131.056,+41.452
2007,FRA,11,5,11,Max STROLL,SPA,Apex Racing Group 13,Racing Team KAWASAKI,51:51:572,130.617,+51.859
2007,FRA,12,4,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,51:07:769,122.669,+8.056
2007,GBR,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,51:41:739,140.122,0
2007,GBR,2,20,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,51:53:507,139.592,+11.768
2007,GBR,3,16,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,51:57:417,139.417,+15.678
2007,GBR,4,13,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,52:03:566,139.143,+21.827
2007,GBR,5,11,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,52:17:257,138.535,+35.518
2007,GBR,6,10,14,Pierre MARQUEZ,FRA,Apex Racing Group 13,Racing Team KAWASAKI,52:18:213,138.493,+36.474
2007,GBR,7,9,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,52:19:833,138.422,+38.094
2007,GBR,8,8,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,52:20:731,138.382,+38.992
2007,GBR,9,7,66,Matteo ALONSO,GER,Stratus Motorsport Group 7,d'Antin DUCATI,52:20:978,138.371,+39.239
2007,GBR,10,6,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,52:43:265,137.396,+61.526
2007,GBR,11,5,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,52:48:225,137.181,+66.486
2007,GBR,12,4,24,Marcio HAMILTON,SPA,Vortex Racing Group 8,Gresini HONDA,53:15:813,135.996,+94.074
2007,GBR,14,2,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,52:51:579,132.468,+69.840
2007,GBR,15,1,6,Oliver LECLERC,JPN,Quantum Motorsports Group 14,YAMAHA,52:42:346,128.273,+60.607
2007,AUS,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,41:13:244,174.879,0
2007,AUS,2,20,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,41:20:007,174.402,+6.763
2007,AUS,3,16,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,41:23:282,174.172,+10.038
2007,AUS,4,13,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:24:907,174.058,+11.663
2007,AUS,5,11,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,41:32:719,173.512,+19.475
2007,AUS,6,10,14,Pierre MARQUEZ,FRA,Apex Racing Group 13,Racing Team KAWASAKI,41:40:557,172.968,+27.313
2007,AUS,7,9,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,41:42:487,172.835,+29.243
2007,AUS,8,8,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,41:48:077,172.45,+34.833
2007,AUS,9,7,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,41:48:317,172.433,+35.073
2007,AUS,10,6,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,41:50:215,172.303,+36.971
2007,AUS,11,5,7,Marcio HAMILTON,SPA,Vortex Racing Group 8,LCR HONDA,41:50:965,172.251,+37.721
2007,AUS,12,4,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,41:51:670,172.203,+38.426
2007,AUS,13,3,56,Lucas NORRIS,JPN,Velocity Team Group 15,Minolta Honda HONDA,42:00:674,171.587,+47.430
2007,AUS,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 14,YAMAHA,42:07:568,171.119,+54.324
2007,AUS,15,1,24,Marcio HAMILTON,SPA,Vortex Racing Group 8,Gresini HONDA,42:23:715,170.033,+70.471
2007,MAL,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,43:05:405,162.292,0
2007,MAL,2,20,33,Lewis TSUNODA,ITA,Vortex Racing Group 8,Gresini HONDA,43:07:106,162.185,+1.701
2007,MAL,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:07:731,162.146,+2.326
2007,MAL,4,13,14,Pierre MARQUEZ,FRA,Apex Racing Group 13,Racing Team KAWASAKI,43:09:170,162.056,+3.765
2007,MAL,5,11,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:10:178,161.993,+4.773
2007,MAL,6,10,24,Marcio HAMILTON,SPA,Vortex Racing Group 8,Gresini HONDA,43:23:072,161.19,+17.667
2007,MAL,7,9,71,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:26:355,160.987,+20.950
2007,MAL,8,8,21,Alex WEBER,USA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:27:603,160.91,+22.198
2007,MAL,9,7,1,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:27:855,160.894,+22.450
2007,MAL,10,6,5,Pierre MARQUEZ,USA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:35:151,160.445,+29.746
2007,MAL,11,5,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:40:328,160.128,+34.923
2007,MAL,12,4,4,Carlos ROSSI,BRA,Stratus Motorsport Group 7,d'Antin DUCATI,43:41:072,160.082,+35.667
2007,MAL,13,3,9,Lando ALBON,JPN,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:49:518,159.568,+44.113
2007,MAL,14,2,7,Marcio HAMILTON,SPA,Vortex Racing Group 8,LCR HONDA,43:49:891,159.545,+44.486
2007,MAL,15,1,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,43:55:063,159.232,+49.658
2018,VAL,1,25,42,Lewis TSUNODA,SPA,Zenith Racing Group 16,SUZUKI ECSTAR SUZUKI,22:32:583,138.6,0
2018,VAL,2,20,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,22:33:332,138.6,+0.749
2018,VAL,3,16,46,Alex WEBER,ITA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,22:33:653,138.5,+1.070
2018,VAL,4,13,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,22:50:827,136.8,+18.244
2018,VAL,5,11,5,Charles SMITH,FRA,Velocity Team Group 3,YAMAHA,22:53:900,136.5,+21.317
2018,VAL,6,10,30,Daniel MILLER,LCR,Vortex Racing Group 8,IDEMITSU HONDA,22:58:827,136.0,+26.244
2018,VAL,7,9,19,George SILVA,SPA,Phantom Team Group 18,Nieto Team DUCATI,23:09:568,134.9,+36.985
2018,VAL,8,8,44,John DUPONT,KTM,Stratus Motorsport Group 19,Racing KTM,23:10:144,134.9,+37.561
2018,VAL,9,7,45,Alex WEBER,GBR,Vortex Racing Group 20,Racing Team Gresini APRILIA,23:14:506,134.5,+41.923
2018,VAL,10,6,55,Carlos ROSSI,MAL,Velocity Team Group 3,YAMAHA,23:16:253,134.3,+43.670
2018,VAL,11,5,99,Carlos ROSSI,SPA,Zenith Racing Group 4,Team DUCATI,23:18:251,134.1,+45.668
2018,VAL,12,4,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,CASTROL HONDA,23:18:780,134.0,+46.197
2018,VAL,13,3,51,Hans VETTEL,ITA,Zenith Racing Group 4,Team DUCATI,23:32:486,132.7,+59.903
2018,VAL,14,2,17,Marcio HAMILTON,CZE,Phantom Team Group 18,Nieto Team DUCATI,23:34:301,132.6,+61.718
2018,VAL,15,1,81,Lucas NORRIS,SPA,Titan GP Group 21,Avintia Racing DUCATI,23:40:525,132.0,+67.942
2018,ARA,1,25,93,Oliver LECLERC,SPA,Apex Racing Group 1,Honda Team HONDA,41:56:949,167.0,0
2018,ARA,2,20,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,41:57:597,167.0,+0.648
2018,ARA,3,16,29,Diego RICCIARDO,ITA,Zenith Racing Group 16,SUZUKI ECSTAR SUZUKI,41:58:208,167.0,+1.259
2018,ARA,4,13,42,Lewis TSUNODA,SPA,Zenith Racing Group 16,SUZUKI ECSTAR SUZUKI,41:59:587,166.9,+2.638
2018,ARA,5,11,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:02:223,166.7,+5.274
2018,ARA,6,10,41,Leo GASLY,SPA,Vortex Racing Group 20,Racing Team Gresini APRILIA,42:06:345,166.4,+9.396
2018,ARA,7,9,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 22,Pramac Racing DUCATI,42:11:234,166.1,+14.285
2018,ARA,8,8,46,Alex WEBER,ITA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,42:12:148,166.0,+15.199
2018,ARA,9,7,43,Matteo ALONSO,AUS,Nexus Motorsports Group 22,Pramac Racing DUCATI,42:13:324,166.0,+16.375
2018,ARA,10,6,25,Finn SAINZ,SPA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,42:19:406,165.6,+22.457
2018,ARA,11,5,21,Leo GASLY,ITA,Aurora Racing Group 23,Marc VDS HONDA,42:23:974,165.3,+27.025
2018,ARA,12,4,30,Daniel MILLER,LCR,Vortex Racing Group 8,IDEMITSU HONDA,42:24:906,165.2,+27.957
2018,ARA,13,3,38,Jack OCON,KTM,Stratus Motorsport Group 19,Racing KTM,42:25:770,165.1,+28.821
2018,ARA,14,2,5,Charles SMITH,FRA,Velocity Team Group 3,YAMAHA,42:29:294,164.9,+32.345
2018,ARA,15,1,17,Marcio HAMILTON,CZE,Phantom Team Group 18,Nieto Team DUCATI,42:34:588,164.6,+37.639
2018,JPN,1,25,93,Oliver LECLERC,SPA,Apex Racing Group 1,Honda Team HONDA,42:37:438,162.2,0
2018,JPN,2,20,35,Max STROLL,LCR,Vortex Racing Group 8,CASTROL HONDA,42:39:011,162.1,+1.573
2018,JPN,3,16,42,Lewis TSUNODA,SPA,Zenith Racing Group 16,SUZUKI ECSTAR SUZUKI,42:39:158,162.1,+1.720
2018,JPN,4,13,46,Alex WEBER,ITA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,42:43:851,161.8,+6.413
2018,JPN,5,11,19,George SILVA,SPA,Phantom Team Group 18,Nieto Team DUCATI,42:44:357,161.8,+6.919
2018,JPN,6,10,5,Charles SMITH,FRA,Velocity Team Group 3,YAMAHA,42:45:462,161.7,+8.024
2018,JPN,7,9,25,Finn SAINZ,SPA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,42:50:768,161.4,+13.330
2018,JPN,8,8,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:53:020,161.2,+15.582
2018,JPN,9,7,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 22,Pramac Racing DUCATI,42:58:022,160.9,+20.584
2018,JPN,10,6,55,Carlos ROSSI,MAL,Velocity Team Group 3,YAMAHA,43:02:423,160.6,+24.985
2018,JPN,11,5,21,Leo GASLY,ITA,Aurora Racing Group 23,Marc VDS HONDA,43:03:369,160.6,+25.931
2018,JPN,12,4,38,Jack OCON,KTM,Stratus Motorsport Group 19,Racing KTM,43:04:313,160.5,+26.875
2018,JPN,13,3,44,John DUPONT,KTM,Stratus Motorsport Group 19,Racing KTM,43:04:507,160.5,+27.069
2018,JPN,14,2,89,Lando ALBON,JPN,Nebula GP Group 24,Yamaha Factory Rac YAMAHA,43:09:988,160.2,+32.550
2018,JPN,15,1,30,Daniel MILLER,LCR,Vortex Racing Group 8,IDEMITSU HONDA,43:15:156,159.9,+37.718
2018,ITA,1,25,99,Carlos ROSSI,SPA,Zenith Racing Group 4,Team DUCATI,41:44:230,173.4,0
2018,ITA,2,20,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,41:50:600,173.0,+6.370
2018,ITA,3,16,46,Alex WEBER,ITA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,41:50:859,173.0,+6.629
2018,ITA,4,13,29,Diego RICCIARDO,ITA,Zenith Racing Group 16,SUZUKI ECSTAR SUZUKI,41:52:115,172.9,+7.885
2018,ITA,5,11,42,Lewis TSUNODA,SPA,Zenith Racing Group 16,SUZUKI ECSTAR SUZUKI,41:52:137,172.9,+7.907
2018,ITA,6,10,35,Max STROLL,LCR,Vortex Racing Group 8,CASTROL HONDA,41:53:350,172.8,+9.120
2018,ITA,7,9,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 22,Pramac Racing DUCATI,41:55:128,172.7,+10.898
2018,ITA,8,8,25,Finn SAINZ,SPA,Horizon GP Group 17,Yamaha MotoGP YAMAHA,41:55:290,172.7,+11.060
